,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1917209,64952.0,119090.0,4896.0,441232.0,1356887,51720.0,246.0,15.3,0.0,0.0
1,USA,583411,23111.0,23462.0,1357.0,34664.0,525285,12772.0,1763.0,71.0,2933127.0,8861.0
2,Spain,169628,2797.0,17628.0,419.0,64727.0,87273,7371.0,3628.0,377.0,600000.0,12833.0
3,Italy,159516,3153.0,20465.0,566.0,35435.0,103616,3260.0,2638.0,338.0,1046910.0,17315.0
4,France,136779,4188.0,14967.0,574.0,27718.0,94094,6821.0,2095.0,229.0,333807.0,5114.0
5,Germany,128208,354.0,3043.0,21.0,64300.0,60865,4895.0,1530.0,36.0,1317887.0,15730.0
6,UK,88621,4342.0,11329.0,717.0,0.0,76948,1559.0,1305.0,167.0,367667.0,5416.0
7,Iran,73303,1617.0,4585.0,111.0,45983.0,22735,3877.0,873.0,55.0,275427.0,3279.0
8,Turkey,61049,4093.0,1296.0,98.0,3957.0,55796,1786.0,724.0,15.0,410556.0,4868.0
9,Belgium,30589,942.0,3903.0,303.0,6707.0,19979,1234.0,2639.0,337.0,102151.0,8814.0
10,Netherlands,26551,964.0,2823.0,86.0,250.0,23478,1358.0,1550.0,165.0,115992.0,6769.0
11,Switzerland,25688,273.0,1138.0,32.0,13700.0,10850,386.0,2968.0,131.0,193800.0,22393.0
12,Canada,25552,1169.0,767.0,50.0,7666.0,17119,557.0,677.0,20.0,422200.0,11186.0
13,Brazil,23430,1238.0,1328.0,105.0,173.0,21929,296.0,110.0,6.0,62985.0,296.0
14,Russia,18328,2558.0,148.0,18.0,1470.0,16710,8.0,126.0,1.0,1300000.0,8908.0
15,Portugal,16934,349.0,535.0,31.0,277.0,16122,188.0,1661.0,52.0,182707.0,17918.0
16,Austria,14041,96.0,368.0,18.0,7343.0,6330,239.0,1559.0,41.0,148412.0,16479.0
17,Israel,11586,441.0,116.0,13.0,1855.0,9615,181.0,1339.0,13.0,117339.0,13557.0
18,Sweden,10948,465.0,919.0,20.0,381.0,9648,859.0,1084.0,91.0,54700.0,5416.0
19,Ireland,10647,992.0,365.0,31.0,25.0,10257,194.0,2156.0,74.0,72000.0,14581.0
20,S. Korea,10537,25.0,217.0,3.0,7447.0,2873,55.0,206.0,4.0,514621.0,10038.0
21,India,10453,1248.0,358.0,27.0,1181.0,8914,0.0,8.0,0.3,189111.0,137.0
22,Peru,9784,2265.0,193.0,0.0,1798.0,7793,134.0,297.0,6.0,87116.0,2642.0
23,Ecuador,7529,63.0,355.0,22.0,597.0,6577,121.0,427.0,20.0,24553.0,1392.0
24,Chile,7525,312.0,82.0,2.0,2367.0,5076,387.0,394.0,4.0,85035.0,4448.0
25,Japan,7370,0.0,123.0,0.0,784.0,6463,129.0,58.0,1.0,77381.0,612.0
26,Poland,6934,260.0,245.0,13.0,487.0,6202,160.0,183.0,6.0,143630.0,3795.0
27,Romania,6633,333.0,331.0,15.0,914.0,5388,231.0,345.0,17.0,67204.0,3493.0
28,Norway,6551,26.0,134.0,6.0,32.0,6385,59.0,1208.0,25.0,127305.0,23483.0
29,Australia,6359,46.0,61.0,2.0,3494.0,2804,79.0,249.0,2.0,362136.0,14201.0
30,Denmark,6318,144.0,285.0,12.0,2235.0,3798,100.0,1091.0,49.0,72099.0,12448.0
31,Czechia,6022,31.0,143.0,5.0,519.0,5360,87.0,562.0,13.0,128359.0,11986.0
32,Pakistan,5496,266.0,93.0,2.0,1095.0,4308,44.0,25.0,0.4,65114.0,295.0
33,Saudi Arabia,4934,472.0,65.0,6.0,805.0,4064,59.0,142.0,2.0,115585.0,3320.0
34,Philippines,4932,284.0,315.0,18.0,242.0,4375,1.0,45.0,3.0,33814.0,309.0
35,Malaysia,4817,134.0,77.0,1.0,2276.0,2464,66.0,149.0,2.0,81730.0,2525.0
36,Mexico,4661,442.0,296.0,23.0,1843.0,2522,185.0,36.0,2.0,36594.0,284.0
37,Indonesia,4557,316.0,399.0,26.0,380.0,3778,0.0,17.0,1.0,27075.0,99.0
38,UAE,4521,398.0,25.0,3.0,852.0,3644,1.0,457.0,3.0,648195.0,65538.0
39,Serbia,4054,424.0,85.0,5.0,400.0,3569,138.0,464.0,10.0,20958.0,2399.0
40,Panama,3400,0.0,87.0,0.0,29.0,3284,106.0,788.0,20.0,15147.0,3511.0
41,Luxembourg,3292,11.0,69.0,3.0,500.0,2723,30.0,5259.0,110.0,29315.0,46831.0
42,Qatar,3231,252.0,7.0,0.0,334.0,2890,37.0,1121.0,2.0,50828.0,17642.0
43,Dominican Republic,3167,200.0,177.0,4.0,152.0,2838,147.0,292.0,16.0,9275.0,855.0
44,Ukraine,3102,325.0,93.0,10.0,97.0,2912,45.0,71.0,2.0,32496.0,743.0
45,Finland,3064,90.0,59.0,3.0,300.0,2705,74.0,553.0,11.0,46000.0,8302.0
46,Belarus,2919,341.0,29.0,3.0,203.0,2687,55.0,309.0,3.0,68000.0,7196.0
47,Singapore,2918,386.0,9.0,1.0,586.0,2323,29.0,499.0,2.0,72680.0,12423.0
48,Colombia,2776,0.0,109.0,0.0,270.0,2397,92.0,55.0,2.0,41765.0,821.0
49,Thailand,2579,28.0,40.0,2.0,1288.0,1251,61.0,37.0,0.6,71860.0,1030.0
50,South Africa,2272,99.0,27.0,2.0,410.0,1835,7.0,38.0,0.5,83663.0,1411.0
51,Argentina,2208,66.0,97.0,7.0,515.0,1596,83.0,49.0,2.0,19758.0,437.0
52,Egypt,2190,125.0,164.0,5.0,589.0,1437,0.0,21.0,2.0,25000.0,244.0
53,Greece,2145,31.0,99.0,1.0,269.0,1777,73.0,206.0,9.0,43417.0,4165.0
54,Algeria,1983,69.0,313.0,20.0,601.0,1069,60.0,45.0,7.0,3359.0,77.0
55,Morocco,1763,102.0,126.0,8.0,203.0,1434,1.0,48.0,3.0,8952.0,243.0
56,Moldova,1712,50.0,35.0,4.0,107.0,1570,80.0,424.0,9.0,6271.0,1555.0
57,Iceland,1711,10.0,8.0,0.0,933.0,770,10.0,5014.0,23.0,35253.0,103308.0
58,Croatia,1650,50.0,25.0,2.0,400.0,1225,34.0,402.0,6.0,17790.0,4333.0
59,Hungary,1458,48.0,109.0,10.0,120.0,1229,58.0,151.0,11.0,34819.0,3604.0
60,Iraq,1378,26.0,78.0,2.0,717.0,583,0.0,34.0,2.0,37791.0,940.0
61,New Zealand,1349,19.0,5.0,1.0,546.0,798,4.0,280.0,1.0,62827.0,13029.0
62,Bahrain,1348,212.0,6.0,0.0,591.0,751,4.0,792.0,4.0,65768.0,38651.0
63,Estonia,1332,23.0,28.0,3.0,102.0,1202,9.0,1004.0,21.0,30764.0,23191.0
64,Kuwait,1300,66.0,2.0,1.0,150.0,1148,26.0,304.0,0.5,0.0,0.0
65,Slovenia,1212,7.0,55.0,2.0,152.0,1005,34.0,583.0,26.0,35405.0,17030.0
66,Azerbaijan,1148,50.0,12.0,1.0,289.0,847,27.0,113.0,1.0,66677.0,6576.0
67,Kazakhstan,1091,140.0,12.0,2.0,138.0,941,21.0,58.0,0.6,69304.0,3691.0
68,Lithuania,1062,9.0,24.0,1.0,101.0,937,14.0,390.0,9.0,41503.0,15246.0
69,Armenia,1039,26.0,14.0,1.0,211.0,814,30.0,351.0,5.0,7631.0,2575.0
70,Bosnia and Herzegovina,1037,28.0,39.0,0.0,206.0,792,4.0,316.0,12.0,11612.0,3539.0
71,Hong Kong,1010,5.0,4.0,0.0,397.0,609,13.0,135.0,0.5,96709.0,12900.0
72,Uzbekistan,998,133.0,4.0,0.0,85.0,909,8.0,30.0,0.1,70000.0,2091.0
73,North Macedonia,854,26.0,38.0,4.0,44.0,772,15.0,410.0,18.0,8552.0,4105.0
74,Cameroon,820,0.0,12.0,0.0,98.0,710,0.0,31.0,0.5,0.0,0.0
75,Slovakia,816,74.0,2.0,0.0,107.0,707,5.0,149.0,0.4,28750.0,5266.0
76,Bangladesh,803,182.0,39.0,5.0,42.0,722,1.0,5.0,0.2,11223.0,68.0
