,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1455520,24601.0,83664.0,1630.0,309825.0,1062031,48055.0,187.0,10.7,0.0,0.0
1,USA,404056,3721.0,12988.0,147.0,21815.0,369253,9200.0,1221.0,39.0,2107442.0,6367.0
2,Spain,146690,4748.0,14555.0,510.0,48021.0,84114,7069.0,3137.0,311.0,355000.0,7593.0
3,Italy,135586,0.0,17127.0,0.0,24392.0,94067,3792.0,2243.0,283.0,755445.0,12495.0
4,Germany,109329,1666.0,2096.0,80.0,36081.0,71152,4895.0,1305.0,25.0,918460.0,10962.0
5,France,109069,0.0,10328.0,0.0,19337.0,79404,7131.0,1671.0,158.0,224254.0,3436.0
6,Iran,64586,1997.0,3993.0,121.0,27039.0,33554,3987.0,769.0,48.0,211136.0,2514.0
7,UK,55242,0.0,6159.0,0.0,135.0,48948,1559.0,814.0,91.0,266694.0,3929.0
8,Turkey,34109,0.0,725.0,0.0,1582.0,31802,1474.0,404.0,9.0,222868.0,2643.0
9,Belgium,23403,1209.0,2240.0,205.0,4681.0,16482,1276.0,2019.0,193.0,84248.0,7269.0
10,Switzerland,22789,536.0,858.0,37.0,8704.0,13227,391.0,2633.0,99.0,171938.0,19867.0
11,Netherlands,20549,969.0,2248.0,147.0,250.0,18051,1424.0,1199.0,131.0,86589.0,5053.0
12,Canada,18447,550.0,381.0,0.0,4050.0,14016,426.0,489.0,10.0,348105.0,9223.0
13,Brazil,14152,118.0,699.0,13.0,127.0,13326,296.0,67.0,3.0,54824.0,258.0
14,Portugal,13141,699.0,380.0,35.0,196.0,12565,245.0,1289.0,37.0,128784.0,12630.0
15,Austria,12901,262.0,273.0,30.0,4512.0,8116,267.0,1432.0,30.0,120755.0,13408.0
16,S. Korea,10384,53.0,200.0,8.0,6776.0,3408,55.0,203.0,4.0,477304.0,9310.0
17,Israel,9404,156.0,72.0,7.0,801.0,8531,147.0,1086.0,8.0,117339.0,13557.0
18,Russia,8672,1175.0,63.0,5.0,580.0,8029,8.0,59.0,0.4,910221.0,6237.0
19,Sweden,8419,726.0,687.0,96.0,205.0,7527,678.0,834.0,68.0,54700.0,5416.0
20,Norway,6086,0.0,93.0,4.0,32.0,5961,78.0,1123.0,17.0,113896.0,21009.0
21,Australia,6013,25.0,50.0,1.0,2813.0,3150,87.0,236.0,2.0,319368.0,12524.0
22,Ireland,5709,0.0,210.0,0.0,25.0,5474,165.0,1156.0,43.0,42484.0,8604.0
23,Chile,5546,430.0,48.0,5.0,1115.0,4383,362.0,290.0,3.0,60391.0,3159.0
24,India,5480,129.0,164.0,4.0,468.0,4848,0.0,4.0,0.1,140293.0,102.0
25,Denmark,5386,315.0,218.0,15.0,1621.0,3547,127.0,930.0,38.0,58419.0,10086.0
26,Czechia,5033,16.0,91.0,3.0,181.0,4761,103.0,470.0,8.0,98681.0,9215.0
27,Poland,5000,152.0,136.0,7.0,222.0,4642,160.0,132.0,4.0,99284.0,2623.0
28,Romania,4761,344.0,215.0,18.0,528.0,4018,162.0,247.0,11.0,47207.0,2454.0
29,Japan,4257,0.0,93.0,0.0,622.0,3542,80.0,34.0,0.7,55311.0,437.0
30,Pakistan,4194,159.0,60.0,3.0,467.0,3667,25.0,19.0,0.3,42159.0,191.0
31,Malaysia,4119,156.0,65.0,2.0,1487.0,2567,76.0,127.0,2.0,58240.0,1799.0
32,Ecuador,3995,0.0,220.0,0.0,140.0,3635,156.0,226.0,12.0,14406.0,817.0
33,Philippines,3870,106.0,182.0,5.0,96.0,3592,1.0,35.0,2.0,24500.0,224.0
34,Luxembourg,2970,0.0,44.0,0.0,500.0,2426,35.0,4745.0,70.0,25702.0,41059.0
35,Indonesia,2956,218.0,240.0,19.0,222.0,2494,0.0,11.0,0.9,14354.0,52.0
36,Peru,2954,0.0,107.0,0.0,1301.0,1546,109.0,90.0,3.0,21555.0,654.0
37,Saudi Arabia,2932,137.0,41.0,0.0,631.0,2260,41.0,84.0,1.0,0.0,0.0
38,Mexico,2785,346.0,141.0,16.0,633.0,2011,89.0,22.0,1.0,25410.0,197.0
39,Serbia,2666,219.0,65.0,4.0,118.0,2483,112.0,305.0,7.0,10761.0,1232.0
40,UAE,2659,300.0,12.0,0.0,239.0,2408,1.0,269.0,1.0,539195.0,54517.0
41,Finland,2487,179.0,40.0,6.0,300.0,2147,82.0,449.0,7.0,36500.0,6588.0
42,Thailand,2369,111.0,30.0,3.0,888.0,1451,61.0,34.0,0.4,71860.0,1030.0
43,Panama,2249,149.0,59.0,4.0,16.0,2174,91.0,521.0,14.0,10297.0,2386.0
44,Qatar,2210,153.0,6.0,0.0,178.0,2026,37.0,767.0,2.0,41818.0,14515.0
45,Dominican Republic,2111,155.0,108.0,10.0,50.0,1953,147.0,195.0,10.0,4542.0,419.0
46,Greece,1884,52.0,83.0,2.0,269.0,1532,84.0,181.0,8.0,28584.0,2742.0
47,Colombia,1780,0.0,50.0,0.0,100.0,1630,76.0,35.0,1.0,30445.0,598.0
48,South Africa,1749,0.0,13.0,0.0,95.0,1641,7.0,29.0,0.2,58098.0,980.0
49,Argentina,1715,0.0,62.0,2.0,338.0,1315,96.0,38.0,1.0,11778.0,261.0
50,Ukraine,1668,206.0,52.0,7.0,35.0,1581,33.0,38.0,1.0,7205.0,165.0
51,Singapore,1623,142.0,6.0,0.0,406.0,1211,29.0,277.0,1.0,65000.0,11110.0
52,Iceland,1616,30.0,6.0,0.0,633.0,977,13.0,4736.0,18.0,30947.0,90689.0
53,Algeria,1468,0.0,193.0,0.0,113.0,1162,46.0,33.0,4.0,3359.0,77.0
54,Egypt,1450,0.0,94.0,0.0,276.0,1080,0.0,14.0,0.9,25000.0,244.0
55,Croatia,1343,61.0,19.0,1.0,179.0,1145,36.0,327.0,5.0,13125.0,3197.0
56,Morocco,1242,58.0,91.0,1.0,97.0,1054,1.0,34.0,2.0,5600.0,152.0
57,New Zealand,1210,50.0,1.0,0.0,282.0,927,4.0,251.0,0.2,46875.0,9721.0
58,Iraq,1202,80.0,69.0,4.0,452.0,681,0.0,30.0,2.0,28414.0,706.0
59,Estonia,1185,36.0,24.0,3.0,72.0,1089,11.0,893.0,18.0,24813.0,18705.0
60,Moldova,1174,118.0,27.0,5.0,40.0,1107,80.0,291.0,7.0,5108.0,1266.0
61,Slovenia,1091,32.0,40.0,4.0,120.0,931,35.0,525.0,19.0,30669.0,14752.0
62,Belarus,1066,205.0,13.0,0.0,77.0,976,33.0,113.0,1.0,46000.0,4868.0
63,Hong Kong,961,25.0,4.0,0.0,264.0,693,14.0,128.0,0.5,96709.0,12900.0
64,Lithuania,912,32.0,15.0,0.0,8.0,889,21.0,335.0,6.0,30108.0,11060.0
65,Hungary,895,78.0,58.0,11.0,94.0,743,17.0,93.0,6.0,25748.0,2665.0
