,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1703145,4310.0,102846.0,162.0,377273.0,1223026,49920.0,218.0,13.2,0.0,0.0
1,USA,503177,301.0,18761.0,14.0,27314.0,457102,10917.0,1520.0,57.0,2538888.0,7670.0
2,Spain,158273,0.0,16081.0,0.0,55668.0,86524,7371.0,3385.0,344.0,355000.0,7593.0
3,Italy,147577,0.0,18849.0,0.0,30455.0,98273,3497.0,2441.0,312.0,906864.0,14999.0
4,France,124869,0.0,13197.0,0.0,24932.0,86740,7004.0,1913.0,202.0,333807.0,5114.0
5,Germany,122171,0.0,2736.0,0.0,53913.0,65522,4895.0,1458.0,33.0,1317887.0,15730.0
6,UK,73758,0.0,8958.0,0.0,344.0,64456,1559.0,1086.0,132.0,316836.0,4667.0
7,Iran,68192,0.0,4232.0,0.0,35465.0,28495,3969.0,812.0,50.0,242568.0,2888.0
8,Turkey,47029,0.0,1006.0,0.0,2423.0,43600,1667.0,558.0,12.0,307210.0,3643.0
9,Belgium,26667,0.0,3019.0,0.0,5568.0,18080,1278.0,2301.0,260.0,84248.0,7269.0
10,Switzerland,24551,0.0,1002.0,0.0,11100.0,12449,386.0,2837.0,116.0,178500.0,20625.0
11,Netherlands,23097,0.0,2511.0,0.0,250.0,20336,1424.0,1348.0,147.0,101534.0,5926.0
12,Canada,22148,0.0,569.0,0.0,6013.0,15566,557.0,587.0,15.0,383322.0,10156.0
13,Brazil,19943,154.0,1074.0,6.0,173.0,18696,296.0,94.0,5.0,62985.0,296.0
14,Portugal,15472,0.0,435.0,0.0,233.0,14804,226.0,1517.0,43.0,140863.0,13815.0
15,Austria,13667,107.0,319.0,0.0,6064.0,7284,261.0,1517.0,35.0,134743.0,14961.0
16,Russia,13584,1667.0,106.0,12.0,1045.0,12433,8.0,93.0,0.7,1180000.0,8086.0
17,Israel,10505,97.0,95.0,0.0,1236.0,9174,191.0,1214.0,11.0,117339.0,13557.0
18,S. Korea,10480,30.0,211.0,3.0,7243.0,3026,55.0,204.0,4.0,510479.0,9957.0
19,Sweden,9685,0.0,870.0,0.0,381.0,8434,749.0,959.0,86.0,54700.0,5416.0
20,Ireland,8089,0.0,287.0,0.0,25.0,7777,194.0,1638.0,58.0,53000.0,10734.0
21,India,7600,0.0,249.0,0.0,774.0,6577,0.0,6.0,0.2,189111.0,137.0
22,Ecuador,7161,0.0,297.0,0.0,368.0,6496,171.0,406.0,17.0,21568.0,1222.0
23,Chile,6501,0.0,65.0,0.0,1571.0,4865,70.0,340.0,3.0,72797.0,3808.0
24,Norway,6314,0.0,113.0,0.0,32.0,6169,70.0,1165.0,21.0,123170.0,22720.0
25,Australia,6292,54.0,56.0,2.0,3265.0,2971,80.0,247.0,2.0,347847.0,13641.0
26,Poland,6088,133.0,195.0,14.0,375.0,5518,160.0,161.0,5.0,118295.0,3126.0
27,Japan,6005,0.0,99.0,0.0,685.0,5221,109.0,47.0,0.8,64387.0,509.0
28,Peru,5897,0.0,169.0,0.0,1569.0,4159,130.0,179.0,5.0,56681.0,1719.0
29,Denmark,5819,0.0,247.0,0.0,1773.0,3799,113.0,1005.0,43.0,64731.0,11176.0
30,Czechia,5735,3.0,123.0,4.0,370.0,5242,92.0,536.0,11.0,120285.0,11232.0
31,Romania,5467,0.0,282.0,12.0,729.0,4456,183.0,284.0,15.0,55430.0,2881.0
32,Pakistan,4788,93.0,71.0,5.0,762.0,3955,50.0,22.0,0.3,57836.0,262.0
33,Philippines,4428,233.0,247.0,26.0,157.0,4024,1.0,40.0,2.0,24500.0,224.0
34,Malaysia,4346,0.0,70.0,0.0,1830.0,2446,69.0,134.0,2.0,69675.0,2153.0
35,Mexico,3844,403.0,233.0,39.0,633.0,2978,89.0,30.0,2.0,31492.0,244.0
36,Saudi Arabia,3651,0.0,47.0,0.0,685.0,2919,57.0,105.0,1.0,115585.0,3320.0
37,Indonesia,3512,0.0,306.0,0.0,282.0,2924,0.0,13.0,1.0,17679.0,65.0
38,UAE,3360,0.0,16.0,0.0,418.0,2926,1.0,340.0,2.0,593095.0,59967.0
39,Luxembourg,3223,0.0,54.0,0.0,500.0,2669,30.0,5149.0,86.0,28273.0,45166.0
40,Serbia,3105,0.0,71.0,0.0,118.0,2916,136.0,355.0,8.0,14240.0,1630.0
41,Panama,2974,0.0,74.0,0.0,17.0,2883,104.0,689.0,17.0,11776.0,2729.0
42,Finland,2769,0.0,48.0,0.0,300.0,2421,82.0,500.0,9.0,41200.0,7436.0
43,Dominican Republic,2620,0.0,126.0,0.0,98.0,2396,147.0,242.0,12.0,7936.0,732.0
44,Thailand,2518,45.0,35.0,2.0,1135.0,1348,61.0,36.0,0.5,71860.0,1030.0
45,Qatar,2512,0.0,6.0,0.0,227.0,2279,37.0,872.0,2.0,45339.0,15737.0
46,Ukraine,2511,308.0,73.0,4.0,79.0,2359,45.0,57.0,2.0,23522.0,538.0
