,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3401002,2529.0,239602.0,154.0,1081600.0,2079800,51355.0,436.0,30.7,0.0,0.0
1,USA,1131452,422.0,65776.0,23.0,161563.0,904113,16481.0,3418.0,199.0,6699878.0,20241.0
2,Spain,242988,0.0,24824.0,0.0,142450.0,75714,2500.0,5197.0,531.0,1528833.0,32699.0
3,Italy,207428,0.0,28236.0,0.0,78249.0,100943,1578.0,3431.0,467.0,2053425.0,33962.0
4,UK,177454,0.0,27510.0,0.0,0.0,149600,1559.0,2614.0,405.0,1023824.0,15082.0
5,France,167346,0.0,24594.0,0.0,50212.0,92540,3878.0,2564.0,377.0,1100228.0,16856.0
6,Germany,164077,0.0,6736.0,0.0,126900.0,30441,2189.0,1958.0,80.0,2547052.0,30400.0
7,Turkey,122392,0.0,3258.0,0.0,53808.0,65326,1480.0,1451.0,39.0,1075048.0,12747.0
8,Russia,114431,0.0,1169.0,0.0,13220.0,100042,2300.0,784.0,8.0,3700000.0,25354.0
9,Iran,95646,0.0,6091.0,0.0,76318.0,13237,2899.0,1139.0,73.0,475023.0,5656.0
10,Brazil,92202,93.0,6412.0,2.0,38039.0,47751,8318.0,434.0,30.0,339552.0,1597.0
11,Canada,55061,0.0,3391.0,0.0,22751.0,28919,557.0,1459.0,90.0,832222.0,22050.0
12,Belgium,49032,0.0,7703.0,0.0,11892.0,29437,740.0,4231.0,665.0,253198.0,21847.0
13,Peru,40459,0.0,1124.0,0.0,11129.0,28206,658.0,1227.0,34.0,342498.0,10388.0
14,Netherlands,39791,0.0,4893.0,0.0,0.0,34648,735.0,2322.0,286.0,225899.0,13184.0
15,India,37257,0.0,1223.0,0.0,10007.0,26027,0.0,27.0,0.9,902654.0,654.0
16,Switzerland,29705,0.0,1754.0,0.0,23900.0,4051,167.0,3432.0,203.0,271500.0,31371.0
17,Ecuador,26336,0.0,1063.0,0.0,1913.0,23360,149.0,1493.0,60.0,71950.0,4078.0
18,Portugal,25351,0.0,1007.0,0.0,1647.0,22697,154.0,2486.0,99.0,409961.0,40205.0
19,Saudi Arabia,24097,0.0,169.0,0.0,3555.0,20373,117.0,692.0,5.0,326955.0,9392.0
20,Sweden,21520,0.0,2653.0,0.0,1005.0,17862,531.0,2131.0,263.0,119500.0,11833.0
21,Ireland,20833,0.0,1265.0,0.0,13386.0,6182,123.0,4219.0,256.0,153954.0,31179.0
22,Mexico,20739,1515.0,1972.0,113.0,12377.0,6390,378.0,161.0,15.0,91188.0,707.0
23,Pakistan,18114,22.0,417.0,0.0,4715.0,12982,111.0,82.0,2.0,193859.0,878.0
24,Singapore,17101,0.0,16.0,0.0,1268.0,15817,23.0,2923.0,3.0,143919.0,24600.0
25,Chile,17008,0.0,234.0,0.0,9018.0,7756,392.0,890.0,12.0,189433.0,9910.0
26,Israel,16101,0.0,225.0,0.0,9156.0,6720,103.0,1860.0,26.0,364467.0,42108.0
27,Austria,15531,0.0,589.0,0.0,13110.0,1832,124.0,1724.0,65.0,264079.0,29321.0
28,Belarus,14917,0.0,93.0,0.0,2918.0,11906,92.0,1579.0,10.0,186262.0,19712.0
29,Japan,14305,0.0,455.0,0.0,2975.0,10875,328.0,113.0,4.0,174150.0,1377.0
30,Qatar,14096,0.0,12.0,0.0,1436.0,12648,72.0,4893.0,4.0,97726.0,33920.0
31,Poland,13105,0.0,651.0,0.0,3491.0,8963,160.0,346.0,17.0,354628.0,9370.0
32,UAE,13038,0.0,111.0,0.0,2543.0,10384,1.0,1318.0,11.0,1200000.0,121330.0
33,Romania,12567,0.0,744.0,0.0,4328.0,7495,249.0,653.0,39.0,183688.0,9548.0
34,Ukraine,10861,0.0,272.0,0.0,1413.0,9176,143.0,248.0,6.0,118545.0,2711.0
35,S. Korea,10780,6.0,250.0,2.0,9123.0,1407,55.0,210.0,5.0,623069.0,12153.0
36,Indonesia,10551,0.0,800.0,0.0,1591.0,8160,0.0,39.0,3.0,102305.0,374.0
37,Denmark,9311,0.0,460.0,0.0,6729.0,2122,61.0,1608.0,79.0,206576.0,35665.0
38,Serbia,9205,0.0,185.0,0.0,1379.0,7641,65.0,1054.0,21.0,91551.0,10478.0
39,Philippines,8772,0.0,579.0,0.0,1084.0,7109,31.0,80.0,5.0,108680.0,992.0
40,Bangladesh,8238,0.0,170.0,0.0,174.0,7894,1.0,50.0,1.0,70239.0,426.0
